"time","siteID","gcc_90","gcc_sd","doy","daily_min","daily_max","year"
2021-04-11,"BART",0.34398,0.000598276198587177,101,NA,NA,NA
2021-04-12,"BART",0.34318,0.000300883824620678,102,NA,NA,NA
2021-04-13,"BART",0.34362,0.000221244793781712,103,NA,NA,NA
2021-04-14,"BART",0.34219,0.000749408883789116,104,NA,NA,NA
2021-04-15,"BART",0.34313,7.44459371021737e-05,105,NA,NA,NA
2021-04-16,"BART",0.34909,0.000212165418713705,106,NA,NA,NA
2021-04-17,"BART",0.34304,0.000102544477159529,107,NA,NA,NA
2021-04-18,"BART",0.34231,0.000589033090785927,108,NA,NA,NA
2021-04-19,"BART",0.34334,0.000147713368330936,109,NA,NA,NA
2021-04-20,"BART",0.34398,0.000254619504839867,110,NA,NA,NA
2021-04-21,"BART",0.3451,0.000732228653927624,111,NA,NA,NA
2021-04-22,"BART",0.34438,0.000267952814152506,112,NA,NA,NA
2021-04-23,"BART",0.34408,0.00045847991788304,113,NA,NA,NA
2021-04-24,"BART",0.3465,0.00057828317475445,114,NA,NA,NA
2021-04-25,"BART",0.34697,6.64677303935718e-05,115,NA,NA,NA
2021-03-01,"SCBI",0.32904,0.000360425381334625,60,NA,NA,NA
2021-03-02,"SCBI",0.32603,0.00324832229224344,61,NA,NA,NA
2021-03-03,"SCBI",0.32742,0.00321607098713411,62,NA,NA,NA
2021-03-04,"SCBI",0.32833,0.00181481916791864,63,NA,NA,NA
2021-03-05,"SCBI",0.32621,0.00270326061621585,64,NA,NA,NA
2021-03-06,"SCBI",0.32602,0.00145623345697882,65,NA,NA,NA
2021-03-07,"SCBI",0.32634,0.00197745260785854,66,NA,NA,NA
2021-03-08,"SCBI",0.327,0.000505666811330973,67,NA,NA,NA
2021-03-09,"SCBI",0.32987,0.000363216182885902,68,NA,NA,NA
2021-03-10,"SCBI",0.32872,0.00199281796172441,69,NA,NA,NA
2021-03-11,"SCBI",0.33027,0.00135542387375721,70,NA,NA,NA
2021-03-12,"SCBI",0.33047,0.000261812661641716,71,NA,NA,NA
2021-03-13,"SCBI",0.32736,0.00103735328935651,72,NA,NA,NA
2021-03-14,"SCBI",0.32753,0.00243078543827684,73,NA,NA,NA
2021-03-15,"SCBI",0.32799,0.000697165075758353,74,NA,NA,NA
2021-03-16,"SCBI",0.32878,0.000272498942143607,75,NA,NA,NA
2021-03-17,"SCBI",0.33145,0.000400526235477928,76,NA,NA,NA
2021-03-18,"SCBI",0.3338,0.000660504360473184,77,NA,NA,NA
2021-03-19,"SCBI",0.32688,0.000318860151035475,78,NA,NA,NA
2021-03-20,"SCBI",0.32728,0.00146078020808284,79,NA,NA,NA
2021-03-21,"SCBI",0.32799,0.000622075861572381,80,NA,NA,NA
2021-03-22,"SCBI",0.32843,0.000479173555537586,81,NA,NA,NA
2021-03-23,"SCBI",0.33145,0.000106858831155489,82,NA,NA,NA
2021-03-24,"SCBI",0.33624,0.00057836139538654,83,NA,NA,NA
2021-03-25,"SCBI",0.33328,0.000325686775780611,84,NA,NA,NA
2021-03-26,"SCBI",0.33331,0.00168050777991872,85,NA,NA,NA
2021-03-27,"SCBI",0.33568,0.00173189439466895,86,NA,NA,NA
2021-03-28,"SCBI",0.33998,0.000252247631003629,87,NA,NA,NA
2021-03-29,"SCBI",0.33663,0.00107843464127884,88,NA,NA,NA
2021-03-30,"SCBI",0.33796,0.00167512478060956,89,NA,NA,NA
2021-03-31,"SCBI",0.34569,0.000186641820017897,90,NA,NA,NA
2021-04-01,"SCBI",0.34156,0.000698591643295022,91,NA,NA,NA
2021-04-02,"SCBI",0.33663,0.00145459398136122,92,NA,NA,NA
2021-04-03,"SCBI",0.33689,0.000966715127192523,93,NA,NA,NA
2021-04-04,"SCBI",0.33903,0.000607585612007367,94,NA,NA,NA
2021-04-05,"SCBI",0.34208,0.000952101735260316,95,NA,NA,NA
2021-04-06,"SCBI",0.35002,0.000843503152916212,96,NA,NA,NA
2021-04-07,"SCBI",0.36459,0.000827871453099544,97,NA,NA,NA
2021-04-08,"SCBI",0.3705,0.000680122708016134,98,NA,NA,NA
2021-04-09,"SCBI",0.37658,0.00101271084194244,99,NA,NA,NA
2021-04-10,"SCBI",0.37796,0.000952751119395936,100,NA,NA,NA
2021-04-11,"SCBI",0.38499,0.00385757469011242,101,NA,NA,NA
2021-04-12,"SCBI",0.39425,0.00226220110439693,102,NA,NA,NA
2021-04-13,"SCBI",0.39423,0.00191026870638983,103,NA,NA,NA
2021-04-14,"SCBI",0.40785,0.000527006370251548,104,NA,NA,NA
2021-04-15,"SCBI",0.40067,0.00180513955591432,105,NA,NA,NA
2021-04-16,"SCBI",0.40124,0.00150427202544307,106,NA,NA,NA
2021-04-17,"SCBI",0.40499,0.000853339083739132,107,NA,NA,NA
2021-04-18,"SCBI",0.40558,0.0016781345936145,108,NA,NA,NA
2021-04-19,"SCBI",0.4067,0.000608999928286589,109,NA,NA,NA
2021-04-20,"SCBI",0.40356,0.00325759705329445,110,NA,NA,NA
2021-04-21,"SCBI",0.41569,0.000580974148850585,111,NA,NA,NA
2021-04-22,"SCBI",0.40321,0.00149562302846183,112,NA,NA,NA
2021-04-23,"SCBI",0.40593,0.00131287541118954,113,NA,NA,NA
2021-04-24,"SCBI",0.41595,0.000728489834086471,114,NA,NA,NA
2021-04-25,"SCBI",0.4165,0.000359958476063274,115,NA,NA,NA
2021-03-01,"STEI",0.34414,4.82665388805866e-05,60,NA,NA,NA
2021-03-02,"STEI",0.34497,7.3036541036196e-05,61,NA,NA,NA
2021-03-03,"STEI",0.34502,9.48849808549074e-05,62,NA,NA,NA
2021-03-04,"STEI",0.3449,4.16126746782514e-05,63,NA,NA,NA
2021-03-05,"STEI",0.34527,9.13767018044115e-05,64,NA,NA,NA
2021-03-06,"STEI",0.34475,6.1295124152724e-05,65,NA,NA,NA
2021-03-07,"STEI",0.34496,7.35513259637125e-05,66,NA,NA,NA
2021-03-08,"STEI",0.34557,0.000175507754349297,67,NA,NA,NA
2021-03-09,"STEI",0.34577,6.66167105345836e-05,68,NA,NA,NA
2021-03-10,"STEI",0.34689,0.000521759509853385,69,NA,NA,NA
2021-03-11,"STEI",0.34551,0.000159397974534533,70,NA,NA,NA
2021-03-12,"STEI",0.34497,6.40571332993487e-05,71,NA,NA,NA
2021-03-13,"STEI",0.34576,4.18989308713714e-05,72,NA,NA,NA
2021-03-14,"STEI",0.3455,8.00828652467176e-05,73,NA,NA,NA
2021-03-15,"STEI",0.34529,0.000169144425668401,74,NA,NA,NA
2021-03-16,"STEI",0.34451,6.9370051763234e-05,75,NA,NA,NA
2021-03-17,"STEI",0.34533,0.000169416435363943,76,NA,NA,NA
2021-03-18,"STEI",0.34517,9.03942047085896e-05,77,NA,NA,NA
2021-03-19,"STEI",0.34505,2.61463697874315e-05,78,NA,NA,NA
2021-03-20,"STEI",0.34517,2.9799883577367e-05,79,NA,NA,NA
2021-03-21,"STEI",0.34558,0.000133141644690982,80,NA,NA,NA
2021-03-22,"STEI",0.34545,7.10693136799509e-05,81,NA,NA,NA
2021-03-23,"STEI",0.34589,0.000162045502553945,82,NA,NA,NA
2021-03-24,"STEI",0.34364,0.000570686133401839,83,NA,NA,NA
2021-03-25,"STEI",0.34529,0.000162591313119861,84,NA,NA,NA
2021-03-26,"STEI",0.34489,0.000167230033431885,85,NA,NA,NA
2021-03-27,"STEI",0.34512,0.000235429268376222,86,NA,NA,NA
2021-03-28,"STEI",0.34551,0.000206416357522994,87,NA,NA,NA
2021-03-29,"STEI",0.34598,0.000121250922150919,88,NA,NA,NA
2021-03-30,"STEI",0.34594,0.00010010919752237,89,NA,NA,NA
2021-03-31,"STEI",0.34502,0.000143901332410046,90,NA,NA,NA
2021-04-01,"STEI",0.345,5.2774452693923e-05,91,NA,NA,NA
2021-04-02,"STEI",0.3456,8.69019362880396e-05,92,NA,NA,NA
2021-04-03,"STEI",0.34587,4.17617147196659e-05,93,NA,NA,NA
2021-04-04,"STEI",0.346,8.17752020692609e-05,94,NA,NA,NA
2021-04-05,"STEI",0.34614,5.79262338792093e-05,95,NA,NA,NA
2021-04-06,"STEI",0.34633,3.96597775987614e-05,96,NA,NA,NA
2021-04-07,"STEI",0.34703,0.000235323832457418,97,NA,NA,NA
2021-04-08,"STEI",0.34594,0.000131045404189477,98,NA,NA,NA
2021-04-09,"STEI",0.34444,0.000376879832523933,99,NA,NA,NA
2021-04-10,"STEI",0.34546,7.63364090518912e-05,100,NA,NA,NA
2021-04-11,"STEI",0.3435,0.000561669836927606,101,NA,NA,NA
2021-04-12,"STEI",0.34506,0.000561991188833534,102,NA,NA,NA
2021-04-13,"STEI",0.34492,0.000113197129840296,103,NA,NA,NA
2021-04-14,"STEI",0.34564,0.000347711059968607,104,NA,NA,NA
2021-04-15,"STEI",0.34596,0.000139629065449739,105,NA,NA,NA
2021-04-16,"STEI",0.34566,9.11789091258944e-05,106,NA,NA,NA
2021-04-17,"STEI",0.3459,6.09658351966456e-05,107,NA,NA,NA
2021-04-18,"STEI",0.34599,7.89361121155465e-05,108,NA,NA,NA
2021-04-19,"STEI",0.34518,0.00025950824767673,109,NA,NA,NA
2021-04-20,"STEI",0.34567,0.000158248726983298,110,NA,NA,NA
2021-04-21,"STEI",0.34551,0.000178351183034465,111,NA,NA,NA
2021-04-22,"STEI",0.34607,5.51291618818621e-05,112,NA,NA,NA
2021-04-23,"STEI",0.3462,8.93796214732118e-05,113,NA,NA,NA
2021-04-24,"STEI",0.3462,0.000344285415530392,114,NA,NA,NA
2021-04-25,"STEI",0.3458,5.48002867562932e-05,115,NA,NA,NA
2021-03-01,"UKFS",0.331,0.000566009556420375,60,NA,NA,NA
2021-03-02,"UKFS",0.33168,0.000370878161411875,61,NA,NA,NA
2021-03-03,"UKFS",0.33183,0.000446301071621627,62,NA,NA,NA
2021-03-04,"UKFS",0.33214,0.000384697188628641,63,NA,NA,NA
2021-03-05,"UKFS",0.33188,0.00025754574469838,64,NA,NA,NA
2021-03-06,"UKFS",0.33226,0.000133902212263206,65,NA,NA,NA
2021-03-07,"UKFS",0.33195,0.000180116193789745,66,NA,NA,NA
2021-03-08,"UKFS",0.33246,0.00025134436576952,67,NA,NA,NA
2021-03-09,"UKFS",0.3336,0.00012930374933403,68,NA,NA,NA
2021-03-10,"UKFS",0.33441,0.000392693173054071,69,NA,NA,NA
2021-03-11,"UKFS",0.33241,0.000756979928561454,70,NA,NA,NA
2021-03-12,"UKFS",0.33499,0.000404111015258258,71,NA,NA,NA
2021-03-13,"UKFS",0.33707,0.000219736172047577,72,NA,NA,NA
2021-03-14,"UKFS",0.34005,0.000893052458636973,73,NA,NA,NA
2021-03-15,"UKFS",0.33593,0.000294540596973165,74,NA,NA,NA
2021-03-16,"UKFS",0.33546,0.000684941003269034,75,NA,NA,NA
2021-03-17,"UKFS",0.33653,0.00012273199606111,76,NA,NA,NA
2021-03-18,"UKFS",0.3331,0.000177575077539795,77,NA,NA,NA
2021-03-19,"UKFS",0.33308,0.000256674176054123,78,NA,NA,NA
2021-03-20,"UKFS",0.33335,0.000112064005035025,79,NA,NA,NA
2021-03-21,"UKFS",0.33455,0.000222245831897741,80,NA,NA,NA
2021-03-22,"UKFS",0.33474,0.000129129733846483,81,NA,NA,NA
2021-03-23,"UKFS",0.33812,0.000450396208343044,82,NA,NA,NA
2021-03-24,"UKFS",0.33609,0.000630469499173236,83,NA,NA,NA
2021-03-25,"UKFS",0.33847,0.000166361278854306,84,NA,NA,NA
2021-03-26,"UKFS",0.3362,0.000426962551529011,85,NA,NA,NA
2021-03-27,"UKFS",0.33946,0.000399401270781706,86,NA,NA,NA
2021-03-28,"UKFS",0.33597,0.00040009090854711,87,NA,NA,NA
2021-03-29,"UKFS",0.3362,0.000250154271584229,88,NA,NA,NA
2021-03-30,"UKFS",0.33595,0.000127001444632626,89,NA,NA,NA
2021-03-31,"UKFS",0.33518,0.000140893546440471,90,NA,NA,NA
2021-04-01,"UKFS",0.33558,4.15481476293315e-05,91,NA,NA,NA
2021-04-02,"UKFS",0.33652,8.06803822600772e-05,92,NA,NA,NA
2021-04-03,"UKFS",0.33767,5.30303571127848e-05,93,NA,NA,NA
2021-04-04,"UKFS",0.33842,0.000201668048120306,94,NA,NA,NA
2021-04-05,"UKFS",0.33929,0.000284536891191588,95,NA,NA,NA
2021-04-06,"UKFS",0.34187,0.000516630602252392,96,NA,NA,NA
2021-04-07,"UKFS",0.34805,0.000592203822124433,97,NA,NA,NA
2021-04-08,"UKFS",0.34635,0.000365885013720574,98,NA,NA,NA
2021-04-09,"UKFS",0.34097,0.000346970048110376,99,NA,NA,NA
2021-04-10,"UKFS",0.34687,0.000700821151018059,100,NA,NA,NA
2021-04-11,"UKFS",0.34164,0.000171410875277106,101,NA,NA,NA
2021-04-12,"UKFS",0.34145,0.000267262678246834,102,NA,NA,NA
2021-04-13,"UKFS",0.34128,0.000119843198575875,103,NA,NA,NA
2021-04-14,"UKFS",0.3413,9.92946553014233e-05,104,NA,NA,NA
2021-04-15,"UKFS",0.34164,7.86054471810306e-05,105,NA,NA,NA
2021-04-16,"UKFS",0.3514,0.000779863372649333,106,NA,NA,NA
2021-04-17,"UKFS",0.3459,0.000434811850466518,107,NA,NA,NA
2021-04-18,"UKFS",0.34391,0.000359673455075178,108,NA,NA,NA
2021-04-19,"UKFS",0.34299,0.000126416804940756,109,NA,NA,NA
2021-04-20,"UKFS",0.34186,0.000184900954181277,110,NA,NA,NA
2021-04-21,"UKFS",0.3422,0.000351086244419238,111,NA,NA,NA
2021-04-22,"UKFS",0.34244,9.77632208294031e-05,112,NA,NA,NA
2021-04-23,"UKFS",0.35209,0.00113259493074217,113,NA,NA,NA
2021-04-24,"UKFS",0.3454,0.000139804388124173,114,NA,NA,NA
2021-04-25,"UKFS",0.34707,8.67354034064624e-05,115,NA,NA,NA
2021-03-01,"GRSM",0.35277,0.000221542278638848,60,NA,NA,NA
2021-03-02,"GRSM",0.34813,9.30396009607683e-05,61,NA,NA,NA
2021-03-03,"GRSM",0.34654,0.00302427273254519,62,NA,NA,NA
2021-03-04,"GRSM",0.34686,0.00317248994749215,63,NA,NA,NA
2021-03-05,"GRSM",0.34688,0.00186670676949147,64,NA,NA,NA
2021-03-06,"GRSM",0.34662,0.000778696641045485,65,NA,NA,NA
2021-03-07,"GRSM",0.34731,0.00194692699778238,66,NA,NA,NA
2021-03-08,"GRSM",0.34622,0.00205959663179815,67,NA,NA,NA
2021-03-09,"GRSM",0.34788,0.00218465123130649,68,NA,NA,NA
2021-03-10,"GRSM",0.34877,0.00261151879337737,69,NA,NA,NA
2021-03-11,"GRSM",0.34967,0.000104348622904381,70,NA,NA,NA
2021-03-12,"GRSM",0.3527,0.00127299843756418,71,NA,NA,NA
2021-03-13,"GRSM",0.35347,0.000368868726165365,72,NA,NA,NA
2021-03-14,"GRSM",0.35103,0.000430643531738912,73,NA,NA,NA
2021-03-15,"GRSM",0.34956,0.000374783461835364,74,NA,NA,NA
2021-03-16,"GRSM",0.35202,0.000307278776570421,75,NA,NA,NA
2021-03-17,"GRSM",0.34998,0.000884168558128867,76,NA,NA,NA
2021-03-18,"GRSM",0.35215,0.000416703535783772,77,NA,NA,NA
2021-03-19,"GRSM",0.35064,0.000186369968895534,78,NA,NA,NA
2021-03-20,"GRSM",0.34613,0.00176577489493758,79,NA,NA,NA
2021-03-21,"GRSM",0.34907,0.0019449401674864,80,NA,NA,NA
2021-03-22,"GRSM",0.34883,0.00160822059102218,81,NA,NA,NA
2021-03-23,"GRSM",0.34912,5.63748387933865e-05,82,NA,NA,NA
2021-03-24,"GRSM",0.34901,0.000706797614135005,83,NA,NA,NA
2021-03-25,"GRSM",0.36235,0.00295061185878871,84,NA,NA,NA
2021-03-26,"GRSM",0.34947,0.00209862788565505,85,NA,NA,NA
2021-03-27,"GRSM",0.35608,0.00239727915022044,86,NA,NA,NA
2021-03-28,"GRSM",0.35602,0.000540386711116235,87,NA,NA,NA
2021-03-29,"GRSM",0.34864,0.00259815844900237,88,NA,NA,NA
2021-03-30,"GRSM",0.35131,0.00228825663966689,89,NA,NA,NA
2021-03-31,"GRSM",0.35812,0.000326587866103005,90,NA,NA,NA
2021-04-01,"GRSM",0.35531,0.00208972849999072,91,NA,NA,NA
2021-04-02,"GRSM",0.35342,0.00218563688004859,92,NA,NA,NA
2021-04-03,"GRSM",0.35281,0.00182070236996606,93,NA,NA,NA
2021-04-04,"GRSM",0.35431,0.00207040293189711,94,NA,NA,NA
2021-04-05,"GRSM",0.35752,0.00281806793707305,95,NA,NA,NA
2021-04-06,"GRSM",0.36259,0.00352990059893581,96,NA,NA,NA
2021-04-07,"GRSM",0.36483,0.00249253548477392,97,NA,NA,NA
2021-04-08,"GRSM",0.36562,0.000302789989859615,98,NA,NA,NA
2021-04-09,"GRSM",0.37223,0.00159902379607314,99,NA,NA,NA
2021-04-10,"GRSM",0.37905,0.000432854151804843,100,NA,NA,NA
2021-04-11,"GRSM",0.379,0.00252818160909604,101,NA,NA,NA
2021-04-12,"GRSM",0.38797,0.00149101879975556,102,NA,NA,NA
2021-04-13,"GRSM",0.39081,0.00182946936658292,103,NA,NA,NA
2021-04-14,"GRSM",0.39524,0.00193411622004808,104,NA,NA,NA
2021-04-15,"GRSM",0.39546,0.00091283159566309,105,NA,NA,NA
2021-04-16,"GRSM",0.39142,0.00137102642556291,106,NA,NA,NA
2021-04-17,"GRSM",0.39533,0.00207619502839169,107,NA,NA,NA
2021-04-18,"GRSM",0.39957,0.00137043749904018,108,NA,NA,NA
2021-04-19,"GRSM",0.40427,0.00394078980999121,109,NA,NA,NA
2021-04-20,"GRSM",0.4031,0.00282316643765363,110,NA,NA,NA
2021-04-21,"GRSM",0.40815,0.000718681474106909,111,NA,NA,NA
2021-04-22,"GRSM",0.4014,0.00117247173065439,112,NA,NA,NA
2021-04-23,"GRSM",0.40256,0.00125692610144344,113,NA,NA,NA
2021-04-24,"GRSM",0.40791,0.000487220354120583,114,NA,NA,NA
2021-04-25,"GRSM",0.41295,0.000902308702321835,115,NA,NA,NA
2021-03-01,"DELA",0.35373,0.000202579020611302,60,NA,NA,NA
2021-03-02,"DELA",0.35243,0.000570174087271522,61,NA,NA,NA
2021-03-03,"DELA",0.34801,0.000306911343976109,62,NA,NA,NA
2021-03-04,"DELA",0.34877,9.5058521180272e-05,63,NA,NA,NA
2021-03-05,"DELA",0.34992,0.000110830806886453,64,NA,NA,NA
2021-03-06,"DELA",0.34813,0.000856700870806618,65,NA,NA,NA
2021-03-07,"DELA",0.34782,0.00014920426212658,66,NA,NA,NA
2021-03-08,"DELA",0.34844,0.000174702410529726,67,NA,NA,NA
2021-03-09,"DELA",0.34883,0.000213353982950438,68,NA,NA,NA
2021-03-10,"DELA",0.35115,0.00051672725999747,69,NA,NA,NA
2021-03-11,"DELA",0.35125,0.000437490125369607,70,NA,NA,NA
2021-03-12,"DELA",0.35338,0.00018864890616146,71,NA,NA,NA
2021-03-13,"DELA",0.35431,0.000186578249711229,72,NA,NA,NA
2021-03-14,"DELA",0.35485,0.000206377933482657,73,NA,NA,NA
2021-03-15,"DELA",0.35925,0.000403503815322227,74,NA,NA,NA
2021-03-16,"DELA",0.36729,0.00225050535821334,75,NA,NA,NA
2021-03-17,"DELA",0.37001,0.00292510793270252,76,NA,NA,NA
2021-03-18,"DELA",0.35891,0.000344933382506463,77,NA,NA,NA
2021-03-19,"DELA",0.35608,0.000216969720449273,78,NA,NA,NA
2021-03-20,"DELA",0.35603,0.000222214050144528,79,NA,NA,NA
2021-03-21,"DELA",0.35362,0.000114274349434921,80,NA,NA,NA
2021-03-22,"DELA",0.35549,0.000402897667667914,81,NA,NA,NA
2021-03-23,"DELA",0.36233,0.000380028516652879,82,NA,NA,NA
2021-03-24,"DELA",0.35868,0.000533235034521196,83,NA,NA,NA
2021-03-25,"DELA",0.37434,0.000581963609564335,84,NA,NA,NA
2021-03-26,"DELA",0.36931,0.00132094387774927,85,NA,NA,NA
2021-03-27,"DELA",0.37489,0.00034489193575225,86,NA,NA,NA
2021-03-28,"DELA",0.38956,0.00121997109366893,87,NA,NA,NA
2021-03-29,"DELA",0.38186,0.000473030870114871,88,NA,NA,NA
2021-03-30,"DELA",0.38922,0.00313789904079211,89,NA,NA,NA
2021-03-31,"DELA",0.4205,0.00346357529092676,90,NA,NA,NA
2021-04-01,"DELA",0.392,0.0008252741644633,91,NA,NA,NA
2021-04-02,"DELA",0.39469,0.000406330073929552,92,NA,NA,NA
2021-04-03,"DELA",0.39773,0.000423427528435188,93,NA,NA,NA
2021-04-04,"DELA",0.40168,0.000557108141409269,94,NA,NA,NA
2021-04-05,"DELA",0.40554,0.000557058638323296,95,NA,NA,NA
2021-04-06,"DELA",0.40992,0.000483184428810461,96,NA,NA,NA
2021-04-07,"DELA",0.41618,0.0013672529349624,97,NA,NA,NA
