"","time","siteID","obs_flag","forecast","data_assimilation","statistic","gcc_90"
"99",2021-05-10,"CLBJ",2,1,0,"mean",0.406907886805097
"100",2021-05-10,"CLBJ",2,1,0,"sd",0.026699550016379
"101",2021-05-11,"CLBJ",2,1,0,"mean",0.404390238125834
"102",2021-05-11,"CLBJ",2,1,0,"sd",0.0266651787986041
"103",2021-05-12,"CLBJ",2,1,0,"mean",0.404519160205474
"104",2021-05-12,"CLBJ",2,1,0,"sd",0.02569068938581
"105",2021-05-13,"CLBJ",2,1,0,"mean",0.404527568116315
"106",2021-05-13,"CLBJ",2,1,0,"sd",0.0259508582367
"107",2021-05-14,"CLBJ",2,1,0,"mean",0.40673223300464
"108",2021-05-14,"CLBJ",2,1,0,"sd",0.0269197211077182
"109",2021-05-15,"CLBJ",2,1,0,"mean",0.40603948576661
"110",2021-05-15,"CLBJ",2,1,0,"sd",0.0276107262838688
"111",2021-05-16,"CLBJ",2,1,0,"mean",0.405259846559196
"112",2021-05-16,"CLBJ",2,1,0,"sd",0.0269397191751049
"113",2021-05-17,"CLBJ",2,1,0,"mean",0.406538383535141
"114",2021-05-17,"CLBJ",2,1,0,"sd",0.0266657666785897
"115",2021-05-18,"CLBJ",2,1,0,"mean",0.40584473636194
"116",2021-05-18,"CLBJ",2,1,0,"sd",0.0271831940691756
"117",2021-05-19,"CLBJ",2,1,0,"mean",0.404989673976605
"118",2021-05-19,"CLBJ",2,1,0,"sd",0.0264352125703926
"119",2021-05-20,"CLBJ",2,1,0,"mean",0.406948869214662
"120",2021-05-20,"CLBJ",2,1,0,"sd",0.0269775630665178
"121",2021-05-21,"CLBJ",2,1,0,"mean",0.405847479138643
"122",2021-05-21,"CLBJ",2,1,0,"sd",0.0266053778750826
"123",2021-05-22,"CLBJ",2,1,0,"mean",0.404892267190724
"124",2021-05-22,"CLBJ",2,1,0,"sd",0.0270209255052647
"125",2021-05-23,"CLBJ",2,1,0,"mean",0.405487175424159
"126",2021-05-23,"CLBJ",2,1,0,"sd",0.0272904499310196
"127",2021-05-24,"CLBJ",2,1,0,"mean",0.405743686857642
"128",2021-05-24,"CLBJ",2,1,0,"sd",0.0267988846386626
"129",2021-05-25,"CLBJ",2,1,0,"mean",0.404432774381941
"130",2021-05-25,"CLBJ",2,1,0,"sd",0.0269867503840547
"131",2021-05-26,"CLBJ",2,1,0,"mean",0.40568606982638
"132",2021-05-26,"CLBJ",2,1,0,"sd",0.0267832946031758
"133",2021-05-27,"CLBJ",2,1,0,"mean",0.406640558342472
"134",2021-05-27,"CLBJ",2,1,0,"sd",0.0270936272740615
"135",2021-05-28,"CLBJ",2,1,0,"mean",0.404566392796671
"136",2021-05-28,"CLBJ",2,1,0,"sd",0.0259671281591119
"137",2021-05-29,"CLBJ",2,1,0,"mean",0.407230303349887
"138",2021-05-29,"CLBJ",2,1,0,"sd",0.0267032786773335
"139",2021-05-30,"CLBJ",2,1,0,"mean",0.406177375044467
"140",2021-05-30,"CLBJ",2,1,0,"sd",0.0263438488723455
"141",2021-04-26,"DELA",2,1,0,"mean",0.405415496573809
"142",2021-04-26,"DELA",2,1,0,"sd",0.026357254221228
"143",2021-04-27,"DELA",2,1,0,"mean",0.406376944358734
"144",2021-04-27,"DELA",2,1,0,"sd",0.0264841553422001
"145",2021-04-28,"DELA",2,1,0,"mean",0.405375315335373
"146",2021-04-28,"DELA",2,1,0,"sd",0.0257692895625812
"147",2021-04-29,"DELA",2,1,0,"mean",0.405209384454764
"148",2021-04-29,"DELA",2,1,0,"sd",0.026853290708487
"149",2021-04-30,"DELA",2,1,0,"mean",0.404743644027786
"150",2021-04-30,"DELA",2,1,0,"sd",0.0266208535157224
"151",2021-05-01,"DELA",2,1,0,"mean",0.406361180663238
"152",2021-05-01,"DELA",2,1,0,"sd",0.0257759650266581
"153",2021-05-02,"DELA",2,1,0,"mean",0.407132391603249
"154",2021-05-02,"DELA",2,1,0,"sd",0.0270966356527849
"155",2021-05-03,"DELA",2,1,0,"mean",0.404137927291857
"156",2021-05-03,"DELA",2,1,0,"sd",0.0272833211676727
"157",2021-05-04,"DELA",2,1,0,"mean",0.404454304874458
"158",2021-05-04,"DELA",2,1,0,"sd",0.0265808739783418
"159",2021-05-05,"DELA",2,1,0,"mean",0.40448662422271
"160",2021-05-05,"DELA",2,1,0,"sd",0.0267667704815645
"161",2021-05-06,"DELA",2,1,0,"mean",0.405889054511042
"162",2021-05-06,"DELA",2,1,0,"sd",0.0273682764693143
"163",2021-05-07,"DELA",2,1,0,"mean",0.406476822342354
"164",2021-05-07,"DELA",2,1,0,"sd",0.0260077818244258
"165",2021-05-08,"DELA",2,1,0,"mean",0.403605746313831
"166",2021-05-08,"DELA",2,1,0,"sd",0.0255798945415409
"167",2021-05-09,"DELA",2,1,0,"mean",0.404787321867029
"168",2021-05-09,"DELA",2,1,0,"sd",0.0265462590730854
"169",2021-05-10,"DELA",2,1,0,"mean",0.406857357088648
"170",2021-05-10,"DELA",2,1,0,"sd",0.0276065078137392
"171",2021-05-11,"DELA",2,1,0,"mean",0.405765881046614
"172",2021-05-11,"DELA",2,1,0,"sd",0.0272259097337575
"173",2021-05-12,"DELA",2,1,0,"mean",0.405115358466219
"174",2021-05-12,"DELA",2,1,0,"sd",0.0274128796454872
"175",2021-05-13,"DELA",2,1,0,"mean",0.405780664360604
"176",2021-05-13,"DELA",2,1,0,"sd",0.026895335964505
"177",2021-05-14,"DELA",2,1,0,"mean",0.405341436928899
"178",2021-05-14,"DELA",2,1,0,"sd",0.0260780131680205
"179",2021-05-15,"DELA",2,1,0,"mean",0.405538066373543
"180",2021-05-15,"DELA",2,1,0,"sd",0.0277952485769408
"181",2021-05-16,"DELA",2,1,0,"mean",0.405192745987487
"182",2021-05-16,"DELA",2,1,0,"sd",0.0267661160086613
"183",2021-05-17,"DELA",2,1,0,"mean",0.405974365182823
"184",2021-05-17,"DELA",2,1,0,"sd",0.0263964056536582
"185",2021-05-18,"DELA",2,1,0,"mean",0.403899610874789
"186",2021-05-18,"DELA",2,1,0,"sd",0.0274672449726617
"187",2021-05-19,"DELA",2,1,0,"mean",0.40579123707779
"188",2021-05-19,"DELA",2,1,0,"sd",0.0263021089068044
"189",2021-05-20,"DELA",2,1,0,"mean",0.406739857586315
"190",2021-05-20,"DELA",2,1,0,"sd",0.0271479861779349
"191",2021-05-21,"DELA",2,1,0,"mean",0.405750632694439
"192",2021-05-21,"DELA",2,1,0,"sd",0.0261572003552988
"193",2021-05-22,"DELA",2,1,0,"mean",0.405296129379729
"194",2021-05-22,"DELA",2,1,0,"sd",0.0270567922629318
"195",2021-05-23,"DELA",2,1,0,"mean",0.406606868371365
"196",2021-05-23,"DELA",2,1,0,"sd",0.0259341731173238
"197",2021-05-24,"DELA",2,1,0,"mean",0.403934816638456
"198",2021-05-24,"DELA",2,1,0,"sd",0.0265392989113525
"199",2021-05-25,"DELA",2,1,0,"mean",0.406143965858509
"200",2021-05-25,"DELA",2,1,0,"sd",0.0262591395560404
"201",2021-05-26,"DELA",2,1,0,"mean",0.405023549527326
"202",2021-05-26,"DELA",2,1,0,"sd",0.0268385821149353
"203",2021-05-27,"DELA",2,1,0,"mean",0.405651628751139
"204",2021-05-27,"DELA",2,1,0,"sd",0.0266014788914768
"205",2021-05-28,"DELA",2,1,0,"mean",0.403944967898521
"206",2021-05-28,"DELA",2,1,0,"sd",0.0258708277192557
"207",2021-05-29,"DELA",2,1,0,"mean",0.405165738547207
"208",2021-05-29,"DELA",2,1,0,"sd",0.0274433872878949
"209",2021-05-30,"DELA",2,1,0,"mean",0.404223182848627
"210",2021-05-30,"DELA",2,1,0,"sd",0.0255521705340518
"211",2021-04-26,"GRSM",2,1,0,"mean",0.341991717088504
"212",2021-04-26,"GRSM",2,1,0,"sd",0.0272660360927859
"213",2021-04-27,"GRSM",2,1,0,"mean",0.34326187611438
"214",2021-04-27,"GRSM",2,1,0,"sd",0.0259708333319221
"215",2021-04-28,"GRSM",2,1,0,"mean",0.343194521695762
"216",2021-04-28,"GRSM",2,1,0,"sd",0.0270175389589909
"217",2021-04-29,"GRSM",2,1,0,"mean",0.343599785945557
"218",2021-04-29,"GRSM",2,1,0,"sd",0.0270396397139572
"219",2021-04-30,"GRSM",2,1,0,"mean",0.344083054039944
"220",2021-04-30,"GRSM",2,1,0,"sd",0.0263142609667524
"221",2021-05-01,"GRSM",2,1,0,"mean",0.354062874041712
"222",2021-05-01,"GRSM",2,1,0,"sd",0.0261897849563153
"223",2021-05-02,"GRSM",2,1,0,"mean",0.378199447005677
"224",2021-05-02,"GRSM",2,1,0,"sd",0.0265406620178772
"225",2021-05-03,"GRSM",2,1,0,"mean",0.396637976650572
"226",2021-05-03,"GRSM",2,1,0,"sd",0.0260504763289366
"227",2021-05-04,"GRSM",2,1,0,"mean",0.4046603323515
"228",2021-05-04,"GRSM",2,1,0,"sd",0.0267865223983315
"229",2021-05-05,"GRSM",2,1,0,"mean",0.40568209532153
"230",2021-05-05,"GRSM",2,1,0,"sd",0.0274375363391565
"231",2021-05-06,"GRSM",2,1,0,"mean",0.404408839471073
"232",2021-05-06,"GRSM",2,1,0,"sd",0.0264852592777641
"233",2021-05-07,"GRSM",2,1,0,"mean",0.406178831097896
"234",2021-05-07,"GRSM",2,1,0,"sd",0.0269693856162859
"235",2021-05-08,"GRSM",2,1,0,"mean",0.405442747359653
"236",2021-05-08,"GRSM",2,1,0,"sd",0.0271193505607561
"237",2021-05-09,"GRSM",2,1,0,"mean",0.406867634233788
"238",2021-05-09,"GRSM",2,1,0,"sd",0.0267527283088971
"239",2021-05-10,"GRSM",2,1,0,"mean",0.405628136536367
"240",2021-05-10,"GRSM",2,1,0,"sd",0.0270407858107449
"241",2021-05-11,"GRSM",2,1,0,"mean",0.404985196263375
"242",2021-05-11,"GRSM",2,1,0,"sd",0.0272423399309048
"243",2021-05-12,"GRSM",2,1,0,"mean",0.405089265024582
"244",2021-05-12,"GRSM",2,1,0,"sd",0.0265991276200794
"245",2021-05-13,"GRSM",2,1,0,"mean",0.407106754900197
"246",2021-05-13,"GRSM",2,1,0,"sd",0.0272552126285877
"247",2021-05-14,"GRSM",2,1,0,"mean",0.406484375485469
"248",2021-05-14,"GRSM",2,1,0,"sd",0.0273553064378158
"249",2021-05-15,"GRSM",2,1,0,"mean",0.4051051847518
"250",2021-05-15,"GRSM",2,1,0,"sd",0.0260312917307124
"251",2021-05-16,"GRSM",2,1,0,"mean",0.40618970847416
"252",2021-05-16,"GRSM",2,1,0,"sd",0.0251569941698759
"253",2021-05-17,"GRSM",2,1,0,"mean",0.405394024840668
"254",2021-05-17,"GRSM",2,1,0,"sd",0.0257073816819174
"255",2021-05-18,"GRSM",2,1,0,"mean",0.405754788347181
"256",2021-05-18,"GRSM",2,1,0,"sd",0.0259670518383234
"257",2021-05-19,"GRSM",2,1,0,"mean",0.405386711678729
"258",2021-05-19,"GRSM",2,1,0,"sd",0.0267989250957671
"259",2021-05-20,"GRSM",2,1,0,"mean",0.405121480811376
"260",2021-05-20,"GRSM",2,1,0,"sd",0.0270703448195959
"261",2021-05-21,"GRSM",2,1,0,"mean",0.405536084870887
"262",2021-05-21,"GRSM",2,1,0,"sd",0.0274616541272462
"263",2021-05-22,"GRSM",2,1,0,"mean",0.406498091615041
"264",2021-05-22,"GRSM",2,1,0,"sd",0.0261427744760689
"265",2021-05-23,"GRSM",2,1,0,"mean",0.406977848176925
"266",2021-05-23,"GRSM",2,1,0,"sd",0.0263205793373702
"267",2021-05-24,"GRSM",2,1,0,"mean",0.405863371314635
"268",2021-05-24,"GRSM",2,1,0,"sd",0.0260334406057472
"269",2021-05-25,"GRSM",2,1,0,"mean",0.404942362720574
"270",2021-05-25,"GRSM",2,1,0,"sd",0.0266541398787103
"271",2021-05-26,"GRSM",2,1,0,"mean",0.404806267291847
"272",2021-05-26,"GRSM",2,1,0,"sd",0.0266378044068549
"273",2021-05-27,"GRSM",2,1,0,"mean",0.405713601734615
"274",2021-05-27,"GRSM",2,1,0,"sd",0.0277093053194627
"275",2021-05-28,"GRSM",2,1,0,"mean",0.406508233911137
"276",2021-05-28,"GRSM",2,1,0,"sd",0.0275815871468071
"277",2021-05-29,"GRSM",2,1,0,"mean",0.40542100978543
"278",2021-05-29,"GRSM",2,1,0,"sd",0.0267585412463986
"279",2021-05-30,"GRSM",2,1,0,"mean",0.404783703778115
"280",2021-05-30,"GRSM",2,1,0,"sd",0.0270002296559124
"281",2021-04-26,"HARV",2,1,0,"mean",0.342299867383431
"282",2021-04-26,"HARV",2,1,0,"sd",0.0269925735094221
"283",2021-04-27,"HARV",2,1,0,"mean",0.341970211809473
"284",2021-04-27,"HARV",2,1,0,"sd",0.0263305490638641
"285",2021-04-28,"HARV",2,1,0,"mean",0.344050640366727
"286",2021-04-28,"HARV",2,1,0,"sd",0.027758444826503
"287",2021-04-29,"HARV",2,1,0,"mean",0.34338613650146
"288",2021-04-29,"HARV",2,1,0,"sd",0.0282073219050513
"289",2021-04-30,"HARV",2,1,0,"mean",0.342150761773448
"290",2021-04-30,"HARV",2,1,0,"sd",0.0268240107086315
"291",2021-05-01,"HARV",2,1,0,"mean",0.343105097327096
"292",2021-05-01,"HARV",2,1,0,"sd",0.0254889076722892
"293",2021-05-02,"HARV",2,1,0,"mean",0.343448049551276
"294",2021-05-02,"HARV",2,1,0,"sd",0.0272357013598319
"295",2021-05-03,"HARV",2,1,0,"mean",0.341120096777736
"296",2021-05-03,"HARV",2,1,0,"sd",0.0253730400957338
"297",2021-05-04,"HARV",2,1,0,"mean",0.344073993195604
"298",2021-05-04,"HARV",2,1,0,"sd",0.0262919378261225
"299",2021-05-05,"HARV",2,1,0,"mean",0.342748226905797
"300",2021-05-05,"HARV",2,1,0,"sd",0.0274197144391577
"301",2021-05-06,"HARV",2,1,0,"mean",0.341797047260829
"302",2021-05-06,"HARV",2,1,0,"sd",0.0270736794817411
"303",2021-05-07,"HARV",2,1,0,"mean",0.342695237223234
"304",2021-05-07,"HARV",2,1,0,"sd",0.0265693372051186
"305",2021-05-08,"HARV",2,1,0,"mean",0.344317803533855
"306",2021-05-08,"HARV",2,1,0,"sd",0.0267428240872306
"307",2021-05-09,"HARV",2,1,0,"mean",0.343091681868328
"308",2021-05-09,"HARV",2,1,0,"sd",0.0268367675530691
"309",2021-05-10,"HARV",2,1,0,"mean",0.343146916130612
"310",2021-05-10,"HARV",2,1,0,"sd",0.0263631776002319
"311",2021-05-11,"HARV",2,1,0,"mean",0.342730573054367
"312",2021-05-11,"HARV",2,1,0,"sd",0.0268879103033384
"313",2021-05-12,"HARV",2,1,0,"mean",0.343355474108667
"314",2021-05-12,"HARV",2,1,0,"sd",0.0277196330700933
"315",2021-05-13,"HARV",2,1,0,"mean",0.342694997622995
"316",2021-05-13,"HARV",2,1,0,"sd",0.0259281741829098
"317",2021-05-14,"HARV",2,1,0,"mean",0.343904689795005
"318",2021-05-14,"HARV",2,1,0,"sd",0.0259747956892161
"319",2021-05-15,"HARV",2,1,0,"mean",0.342950428698882
"320",2021-05-15,"HARV",2,1,0,"sd",0.026609512163751
"321",2021-05-16,"HARV",2,1,0,"mean",0.343617800364798
"322",2021-05-16,"HARV",2,1,0,"sd",0.0274314256866804
"323",2021-05-17,"HARV",2,1,0,"mean",0.344097639398072
"324",2021-05-17,"HARV",2,1,0,"sd",0.0269836724798778
"325",2021-05-18,"HARV",2,1,0,"mean",0.349574046527574
"326",2021-05-18,"HARV",2,1,0,"sd",0.0272856610701537
"327",2021-05-19,"HARV",2,1,0,"mean",0.385345410423224
"328",2021-05-19,"HARV",2,1,0,"sd",0.0269183829976232
"329",2021-05-20,"HARV",2,1,0,"mean",0.404505917096795
"330",2021-05-20,"HARV",2,1,0,"sd",0.0268014407526545
"331",2021-05-21,"HARV",2,1,0,"mean",0.4067700124234
"332",2021-05-21,"HARV",2,1,0,"sd",0.0265216858000954
"333",2021-05-22,"HARV",2,1,0,"mean",0.405324781421404
"334",2021-05-22,"HARV",2,1,0,"sd",0.0265362037189028
"335",2021-05-23,"HARV",2,1,0,"mean",0.405725058334005
"336",2021-05-23,"HARV",2,1,0,"sd",0.0268985582488106
"337",2021-05-24,"HARV",2,1,0,"mean",0.40605116670085
"338",2021-05-24,"HARV",2,1,0,"sd",0.0263480205900574
"339",2021-05-25,"HARV",2,1,0,"mean",0.404797881356996
"340",2021-05-25,"HARV",2,1,0,"sd",0.0268230443139777
"341",2021-05-26,"HARV",2,1,0,"mean",0.405691596846699
"342",2021-05-26,"HARV",2,1,0,"sd",0.0264801534221728
"343",2021-05-27,"HARV",2,1,0,"mean",0.40571893778169
"344",2021-05-27,"HARV",2,1,0,"sd",0.0272636575638467
"345",2021-05-28,"HARV",2,1,0,"mean",0.405915020664487
"346",2021-05-28,"HARV",2,1,0,"sd",0.0268257796902779
"347",2021-05-29,"HARV",2,1,0,"mean",0.405968794521876
"348",2021-05-29,"HARV",2,1,0,"sd",0.0269239456589858
"349",2021-05-30,"HARV",2,1,0,"mean",0.406595693675119
"350",2021-05-30,"HARV",2,1,0,"sd",0.0278584332690698
"351",2021-04-26,"SCBI",2,1,0,"mean",0.346096496666764
"352",2021-04-26,"SCBI",2,1,0,"sd",0.026083297350968
"353",2021-04-27,"SCBI",2,1,0,"mean",0.366545790403312
"354",2021-04-27,"SCBI",2,1,0,"sd",0.0285385270353105
"355",2021-04-28,"SCBI",2,1,0,"mean",0.396700660818279
"356",2021-04-28,"SCBI",2,1,0,"sd",0.0276654911058976
"357",2021-04-29,"SCBI",2,1,0,"mean",0.404457558059196
"358",2021-04-29,"SCBI",2,1,0,"sd",0.0262112461628318
"359",2021-04-30,"SCBI",2,1,0,"mean",0.406268494398168
"360",2021-04-30,"SCBI",2,1,0,"sd",0.0265880132686223
"361",2021-05-01,"SCBI",2,1,0,"mean",0.405297444050274
"362",2021-05-01,"SCBI",2,1,0,"sd",0.0271709161622544
"363",2021-05-02,"SCBI",2,1,0,"mean",0.405916710299932
"364",2021-05-02,"SCBI",2,1,0,"sd",0.026755465371156
"365",2021-05-03,"SCBI",2,1,0,"mean",0.406198327443393
"366",2021-05-03,"SCBI",2,1,0,"sd",0.0267758717338779
"367",2021-05-04,"SCBI",2,1,0,"mean",0.404532810809886
"368",2021-05-04,"SCBI",2,1,0,"sd",0.026862135538213
"369",2021-05-05,"SCBI",2,1,0,"mean",0.404966231748817
"370",2021-05-05,"SCBI",2,1,0,"sd",0.0265699977335389
"371",2021-05-06,"SCBI",2,1,0,"mean",0.405097545178283
"372",2021-05-06,"SCBI",2,1,0,"sd",0.0271732120666398
"373",2021-05-07,"SCBI",2,1,0,"mean",0.405929098647846
"374",2021-05-07,"SCBI",2,1,0,"sd",0.0262113340063755
"375",2021-05-08,"SCBI",2,1,0,"mean",0.40636275801681
"376",2021-05-08,"SCBI",2,1,0,"sd",0.0271148923300204
"377",2021-05-09,"SCBI",2,1,0,"mean",0.405507767667913
"378",2021-05-09,"SCBI",2,1,0,"sd",0.0273220444049326
"379",2021-05-10,"SCBI",2,1,0,"mean",0.406699724324348
"380",2021-05-10,"SCBI",2,1,0,"sd",0.0264912060306451
"381",2021-05-11,"SCBI",2,1,0,"mean",0.404466816119026
"382",2021-05-11,"SCBI",2,1,0,"sd",0.0255084952350034
"383",2021-05-12,"SCBI",2,1,0,"mean",0.405829663429676
"384",2021-05-12,"SCBI",2,1,0,"sd",0.0268902925408896
"385",2021-05-13,"SCBI",2,1,0,"mean",0.404758316540032
"386",2021-05-13,"SCBI",2,1,0,"sd",0.0259670989035974
"387",2021-05-14,"SCBI",2,1,0,"mean",0.404685357665941
"388",2021-05-14,"SCBI",2,1,0,"sd",0.0278654115781158
"389",2021-05-15,"SCBI",2,1,0,"mean",0.404938726158173
"390",2021-05-15,"SCBI",2,1,0,"sd",0.0269305688075689
"391",2021-05-16,"SCBI",2,1,0,"mean",0.40490154691613
"392",2021-05-16,"SCBI",2,1,0,"sd",0.0265917061600745
"393",2021-05-17,"SCBI",2,1,0,"mean",0.405443113453631
"394",2021-05-17,"SCBI",2,1,0,"sd",0.0276614953169087
"395",2021-05-18,"SCBI",2,1,0,"mean",0.405752994743146
"396",2021-05-18,"SCBI",2,1,0,"sd",0.0271972553355664
"397",2021-05-19,"SCBI",2,1,0,"mean",0.404670282990944
"398",2021-05-19,"SCBI",2,1,0,"sd",0.0266540987417821
"399",2021-05-20,"SCBI",2,1,0,"mean",0.405490048873481
"400",2021-05-20,"SCBI",2,1,0,"sd",0.0263973125454174
"401",2021-05-21,"SCBI",2,1,0,"mean",0.403372160109376
"402",2021-05-21,"SCBI",2,1,0,"sd",0.027406383055564
"403",2021-05-22,"SCBI",2,1,0,"mean",0.406694591318747
"404",2021-05-22,"SCBI",2,1,0,"sd",0.0286246446811806
"405",2021-05-23,"SCBI",2,1,0,"mean",0.405077231324234
"406",2021-05-23,"SCBI",2,1,0,"sd",0.0276168972114694
"407",2021-05-24,"SCBI",2,1,0,"mean",0.406774147819453
"408",2021-05-24,"SCBI",2,1,0,"sd",0.0268088035682629
"409",2021-05-25,"SCBI",2,1,0,"mean",0.404326418286591
"410",2021-05-25,"SCBI",2,1,0,"sd",0.027528768821708
