"time","siteID","gcc_90","gcc_sd","doy","daily_min","daily_max","year","GDD_day","GDD"
2017-03-28,"HARV",0.33111,0.000380257584019153,87,0.6319,4.4799,2017,0,9.64825
2017-03-29,"HARV",0.32971,0.000177015189017376,88,0.9214,5.9905,2017,0,9.64825
2017-03-30,"HARV",0.32914,0.000207126550097038,89,-2.1088,6.1071,2017,0,9.64825
2017-03-31,"HARV",0.33041,0.000101266397513224,90,-1.8406,4.8074,2017,0,9.64825
2017-04-01,"HARV",0.3312,0.000142137043671502,91,-2.071,0.2477,2017,0,9.64825
2017-04-02,"HARV",0.33022,0.000126521313845315,92,-0.7116,10.9588,2017,0,9.64825
2017-04-03,"HARV",0.33073,0.000169628671286574,93,2.8405,12.471,2017,0,9.64825
2017-04-04,"HARV",0.32785,0.000207847624720707,94,1.3441,10.2204,2017,0,9.64825
2017-04-05,"HARV",0.32974,0.000136096791786919,95,0.0279,7.5926,2017,0,9.64825
2017-04-06,"HARV",0.32919,0.000486566699498874,96,0.3137,5.064,2017,0,9.64825
2017-04-07,"HARV",0.32811,0.000264330715087692,97,1.859,6.8008,2017,0,9.64825
2017-04-08,"HARV",0.32665,0.000125720006363345,98,-0.3506,6.1286,2017,0,9.64825
2017-04-09,"HARV",0.32791,0.000255314212175456,99,0.474,16.6294,2017,0,9.64825
2017-04-10,"HARV",0.32837,0.000144635361357805,100,8.3704,23.3214,2017,5.8459,15.49415
2017-04-11,"HARV",0.32869,0.000111308303227321,101,13.2479,27.0862,2017,10.16705,25.6612
2017-04-12,"HARV",0.33074,0.000559394439714663,102,10.8123,22.58,2017,6.69615,32.35735
2017-04-13,"HARV",0.32742,0.000123916693543572,103,3.6817,11.2926,2017,0,32.35735
2017-04-14,"HARV",0.328,0.000265476914711804,104,4.4287,14.2686,2017,0,32.35735
2017-04-15,"HARV",0.32806,0.000103677451152861,105,5.682,16.9315,2017,1.30675,33.6641
2017-04-16,"HARV",0.32952,0.000239125823766142,106,9.8272,26.4104,2017,8.1188,41.7829
2017-04-17,"HARV",0.32853,0.000138888156442523,107,13.3057,18.6789,2017,5.9923,47.7752
2017-04-18,"HARV",0.32826,0.000267185863612367,108,2.3703,13.4552,2017,0,47.7752
2017-04-19,"HARV",0.32849,0.000116780827333308,109,0.4683,10.0004,2017,0,47.7752
2017-04-20,"HARV",0.32897,0.000200754560270465,110,3.1715,15.523,2017,0,47.7752
2017-04-21,"HARV",0.32434,0.000322379074623506,111,4.8454,10.242,2017,0,47.7752
2017-04-22,"HARV",0.32998,0.000151783277291356,112,2.8651,9.0462,2017,0,47.7752
2017-04-23,"HARV",0.32887,0.000117268867765233,113,2.2021,17.8261,2017,0.0141000000000009,47.7893
2017-04-24,"HARV",0.3293,0.000136348808396047,114,4.6043,20.498,2017,2.55115,50.34045
2017-04-25,"HARV",0.33032,0.000163461080682712,115,5.7513,16.0606,2017,0.905950000000001,51.2464
2017-04-26,"HARV",0.33239,0.000444746891558578,116,5.5797,13.0842,2017,0,51.2464
2017-04-27,"HARV",0.33182,0.000120341934605069,117,10.587,17.6516,2017,4.1193,55.3657
2017-04-28,"HARV",0.33216,0.00035983153654715,118,13.2133,25.3544,2017,9.28385,64.64955
2017-04-29,"HARV",0.33397,0.000250676436703506,119,15.8489,24.3725,2017,10.1107,74.76025
2017-04-30,"HARV",0.33392,0.000264334654928019,120,4.9937,16.8889,2017,0.9413,75.70155
2017-05-01,"HARV",0.33509,0.00029183032531853,121,4.4536,9.663,2017,0,75.70155
2017-05-02,"HARV",0.33334,0.000338128689424964,122,6.5019,17.5246,2017,2.01325,77.7148
2017-05-03,"HARV",0.33259,0.000318959868885059,123,7.1159,15.4062,2017,1.26105,78.97585
2017-05-04,"HARV",0.33339,0.000370546856768778,124,3.979,16.8809,2017,0.42995,79.4058
2017-05-05,"HARV",0.33966,0.0005635006676562,125,4.7841,12.1545,2017,0,79.4058
2017-05-06,"HARV",0.33969,0.000932380779707168,126,7.1275,17.5897,2017,2.3586,81.7644
2017-05-07,"HARV",0.33792,0.00058923724337451,127,7.3133,14.8879,2017,1.1006,82.865
2017-05-08,"HARV",0.33599,0.000110668735330229,128,2.3646,7.6315,2017,0,82.865
2017-05-09,"HARV",0.33639,0.000105331352775657,129,1.5509,8.8516,2017,0,82.865
2017-05-10,"HARV",0.33718,0.000205381333730442,130,3.3128,10.7851,2017,0,82.865
2017-05-11,"HARV",0.33945,0.000244185947881633,131,4.4788,15.9355,2017,0.207149999999999,83.07215
2017-05-12,"HARV",0.34002,0.000181192534873478,132,5.243,14.4326,2017,0,83.07215
2017-05-13,"HARV",0.34461,0.000944066172014892,133,6.2556,10.916,2017,0,83.07215
2017-05-14,"HARV",0.34965,0.000429051230945111,134,1.463,8.4881,2017,0,83.07215
2017-05-15,"HARV",0.35202,0.000644994193930518,135,5.7169,14.0929,2017,0,83.07215
2017-05-16,"HARV",0.34827,0.00033258018888806,136,10.2455,23.388,2017,6.81675,89.8889
2017-05-17,"HARV",0.36057,0.00124199566136809,137,14.3376,31.0613,2017,12.69945,102.58835
2017-05-18,"HARV",0.38374,0.00336644904931482,138,19.8116,31.7759,2017,15.79375,118.3821
2017-05-19,"HARV",0.40377,0.00410665682093086,139,16.546,27.8663,2017,12.20615,130.58825
2017-05-20,"HARV",0.40754,0.000901027775059443,140,9.1964,19.3103,2017,4.25335,134.8416
2017-05-21,"HARV",0.41523,0.00132445217569919,141,7.9708,18.5438,2017,3.2573,138.0989
2017-05-22,"HARV",0.44194,0.000908773949800904,142,6.3322,16.3791,2017,1.35565,139.45455
2017-05-23,"HARV",0.42215,0.000538838811989391,143,8.4474,17.1812,2017,2.8143,142.26885
2017-05-24,"HARV",0.4276,0.00048592290645781,144,12.0423,19.2638,2017,5.65305,147.9219
2017-05-25,"HARV",0.43784,0.000963927450060221,145,8.6813,15.848,2017,2.26465,150.18655
2017-05-26,"HARV",0.43584,0.0010365120752026,146,7.3994,12.2821,2017,0,150.18655
2017-05-27,"HARV",0.43866,0.00265709728716684,147,8.8015,19.0765,2017,3.939,154.12555
2017-05-28,"HARV",0.45201,0.00200518940018449,148,11.8167,18.9772,2017,5.39695,159.5225
2017-05-29,"HARV",0.44909,0.000945986689296692,149,7.7564,15.465,2017,1.6107,161.1332
2017-05-30,"HARV",0.45148,0.00371319668100637,150,7.3211,14.2629,2017,0.792,161.9252
2017-05-31,"HARV",0.45377,0.00180819174529559,151,10.8004,20.3819,2017,5.59115,167.51635
2017-06-01,"HARV",0.43025,0.00495438268565503,152,11.2366,20.6599,2017,5.94825,173.4646
2017-06-02,"HARV",0.44249,0.00257206598449018,153,8.8958,17.6992,2017,3.2975,176.7621
2017-06-03,"HARV",0.43906,0.00162989990928453,154,7.9915,17.0909,2017,2.5412,179.3033
2017-06-04,"HARV",0.45667,0.00208709347746417,155,9.3256,18.5632,2017,3.9444,183.2477
2017-06-05,"HARV",0.45312,0.000859735032745908,156,10.2406,12.1397,2017,1.19015,184.43785
2017-06-06,"HARV",0.45458,0.0018772226988891,157,6.5604,10.3307,2017,0,184.43785
2017-06-07,"HARV",0.43706,0.0011667309991981,158,7.0746,20.7355,2017,3.90505,188.3429
2017-06-08,"HARV",0.44323,0.000302129584308266,159,12.5739,23.5244,2017,8.04915,196.39205
2017-06-09,"HARV",0.44148,0.000896657762391617,160,10.1,21.3616,2017,5.7308,202.12285
2017-06-10,"HARV",0.44195,0.00402055889525374,161,14.9788,25.376,2017,10.1774,212.30025
2017-06-11,"HARV",0.4386,0.00111974714711376,162,16.9616,30.1706,2017,13.5661,225.86635
2017-06-12,"HARV",0.42355,0.00107047874088834,163,21.2734,31.3601,2017,16.31675,242.1831
2017-06-13,"HARV",0.43484,0.00396802098419609,164,20.724,29.9158,2017,15.3199,257.503
2017-06-14,"HARV",0.41789,0.000370281784039984,165,15.7751,25.1125,2017,10.4438,267.9468
2017-06-15,"HARV",0.43321,0.00179568323430364,166,10.5963,21.5992,2017,6.09775,274.04455
2017-06-16,"HARV",0.44686,0.000925857731610898,167,13.1225,18.6008,2017,5.86165,279.9062
2017-06-17,"HARV",0.44276,0.00108555624206851,168,13.1268,21.4941,2017,7.31045,287.21665
2017-06-18,"HARV",0.43842,0.0016373285211351,169,19.021,26.5618,2017,12.7914,300.00805
2017-06-19,"HARV",0.44568,0.000543133409401554,170,18.6142,27.4348,2017,13.0245,313.03255
2017-06-20,"HARV",0.43528,0.00041385362935537,171,18.1794,24.5468,2017,11.3631,324.39565
2017-06-21,"HARV",0.42503,0.00115701969803138,172,14.9543,23.0963,2017,9.0253,333.42095
2017-06-22,"HARV",0.42257,0.00126240734087129,173,12.4282,24.4244,2017,8.4263,341.84725
2017-06-23,"HARV",0.43627,0.00173616683859259,174,18.3082,28.1107,2017,13.20945,355.0567
2017-06-24,"HARV",0.43893,0.00104515693577958,175,19.9444,25.1583,2017,12.55135,367.60805
2017-06-25,"HARV",0.4208,0.00173484408862489,176,15.0146,23.0815,2017,9.04805,376.6561
2017-06-26,"HARV",0.42242,0.00110513401551346,177,11.638,21.1403,2017,6.38915,383.04525
2017-06-27,"HARV",0.43173,0.00224482327153123,178,11.0479,19.7744,2017,5.41115,388.4564
2017-06-28,"HARV",0.42098,0.000813000781684997,179,9.9157,20.7247,2017,5.3202,393.7766
2018-01-01,"HARV",0.32904,0.000322984503956331,1,-22.2629,-14.5223,2018,0,0
2018-01-02,"HARV",0.32954,0.000162739337090744,2,-19.4745,-10.3892,2018,0,0
2018-01-03,"HARV",0.32986,0.000241439898297269,3,-13.569,-6.0174,2018,0,0
2018-01-04,"HARV",0.3321,0.00018778855347525,4,-11.3588,-6.8869,2018,0,0
2018-01-05,"HARV",0.32925,0.000225316466784128,5,-17.5486,-8.4309,2018,0,0
2018-01-06,"HARV",0.32918,0.000290218707114453,6,-19.4244,-16.206,2018,0,0
2018-01-07,"HARV",0.32964,0.000289142380716711,7,-24.1301,-12.5727,2018,0,0
2018-01-08,"HARV",0.33096,7.75002304144048e-05,8,-13.727,-2.9065,2018,0,0
2018-01-09,"HARV",0.3315,0.000524080545686769,9,-5.3869,1.6509,2018,0,0
2018-01-10,"HARV",0.33064,0.000301312113589749,10,-7.5558,0.1433,2018,0,0
2018-01-11,"HARV",0.33342,0.000305516892214767,11,-2.2509,8.9916,2018,0,0
2018-01-12,"HARV",0.33365,0.00035087790771499,12,6.6274,15.0546,2018,0.841000000000001,0.841000000000001
2018-01-13,"HARV",0.33101,0.000745430084048184,13,-9.5703,15.0263,2018,0,0.841000000000001
2018-01-14,"HARV",0.32956,0.000242305713460313,14,-15.7343,-9.5584,2018,0,0.841000000000001
2018-01-15,"HARV",0.32874,0.000132072490917463,15,-15.7887,-8.778,2018,0,0.841000000000001
2018-01-16,"HARV",0.33096,0.000270446041243881,16,-9.9588,-3.381,2018,0,0.841000000000001
2018-01-17,"HARV",0.32894,0.000278805978912849,17,-3.8327,-1.5396,2018,0,0.841000000000001
2018-01-18,"HARV",0.32766,0.000172001523486366,18,-11.799,-3.2947,2018,0,0.841000000000001
2018-01-19,"HARV",0.33014,0.000262428622754486,19,-8.8737,-1.9214,2018,0,0.841000000000001
2018-01-20,"HARV",0.33153,0.000240656164242163,20,-4.2235,5.9556,2018,0,0.841000000000001
2018-01-21,"HARV",0.33076,0.000210628214866757,21,0.8063,5.8042,2018,0,0.841000000000001
2018-01-22,"HARV",0.33022,0.000250317052832557,22,-1.8925,3.6296,2018,0,0.841000000000001
2018-01-23,"HARV",0.33173,0.00024622333979789,23,-2.2255,6.6509,2018,0,0.841000000000001
2018-01-24,"HARV",0.33087,0.000180171691359523,24,-6.0555,3.2805,2018,0,0.841000000000001
2018-01-25,"HARV",0.32978,0.00025513375123728,25,-10.4015,-5.3185,2018,0,0.841000000000001
2018-01-26,"HARV",0.33008,0.000136363505800806,26,-12.0817,-2.7727,2018,0,0.841000000000001
2018-01-27,"HARV",0.33024,0.000167504268602331,27,-4.8546,6.7177,2018,0,0.841000000000001
2018-01-28,"HARV",0.33029,0.000282503085769667,28,3.9976,6.6903,2018,0,0.841000000000001
2018-01-29,"HARV",0.32927,0.000259051847304428,29,-2.589,4.334,2018,0,0.841000000000001
2018-01-30,"HARV",0.32756,7.26442969375494e-05,30,-6.8692,-1.858,2018,0,0.841000000000001
2018-01-31,"HARV",0.32835,0.000167920700429257,31,-12.1686,-3.9715,2018,0,0.841000000000001
2018-02-01,"HARV",0.33039,0.000150626712540015,32,-5.671,2.4957,2018,0,0.841000000000001
2018-02-02,"HARV",0.33069,0.000541938357817068,33,-13.0329,2.1792,2018,0,0.841000000000001
2018-02-03,"HARV",0.32992,0.00016292704765366,34,-17.5451,-6.2249,2018,0,0.841000000000001
2018-02-04,"HARV",0.33091,0.00011331966704316,35,-8.3757,3.2832,2018,0,0.841000000000001
2018-02-05,"HARV",0.33095,0.000253317437381692,36,-7.8454,5.1068,2018,0,0.841000000000001
2018-02-06,"HARV",0.33073,0.000153819533803716,37,-11.0377,-3.2121,2018,0,0.841000000000001
2018-02-07,"HARV",0.3316,0.000172234415485271,38,-8.7759,0.5557,2018,0,0.841000000000001
2018-02-08,"HARV",0.32762,0.000501279162111631,39,-8.349,-5.9406,2018,0,0.841000000000001
2018-02-09,"HARV",0.32998,5.97347880046399e-05,40,-11.3737,-5.8126,2018,0,0.841000000000001
2018-02-10,"HARV",0.3317,0.000167017521994139,41,-6.216,6.1323,2018,0,0.841000000000001
2018-02-11,"HARV",0.33064,0.000134055043522719,42,0.186,7.5998,2018,0,0.841000000000001
2018-02-12,"HARV",0.33105,0.000116901696012568,43,-1.9267,9.4374,2018,0,0.841000000000001
2018-02-13,"HARV",0.33001,0.000159103437025954,44,-9.4271,-1.6661,2018,0,0.841000000000001
2018-02-14,"HARV",0.33157,0.000244871394817768,45,-5.7878,5.2451,2018,0,0.841000000000001
2018-02-15,"HARV",0.33173,0.000189817957904025,46,1.3317,7.3478,2018,0,0.841000000000001
2018-02-16,"HARV",0.33068,0.000258669752418642,47,2.0102,8.7761,2018,0,0.841000000000001
2018-02-17,"HARV",0.32922,0.000230968148700837,48,-7.2119,2.1303,2018,0,0.841000000000001
2018-02-18,"HARV",0.33031,0.000171671732307542,49,-3.8972,2.9905,2018,0,0.841000000000001
2018-02-19,"HARV",0.33153,9.72740710465006e-05,50,-3.916,5.7058,2018,0,0.841000000000001
2018-02-20,"HARV",0.3312,0.000309291553887469,51,4.2236,16.1051,2018,0.164350000000001,1.00535
2018-02-21,"HARV",0.33147,0.00015074183905213,52,11.5092,20.6156,2018,6.0624,7.06775
2018-02-22,"HARV",0.32988,0.000273522107452601,53,-2.3386,15.1505,2018,0,7.06775
2018-02-23,"HARV",0.33043,0.000127709851313235,54,-4.9604,0.0922,2018,0,7.06775
2018-02-24,"HARV",0.32893,0.000164909751447419,55,-0.6578,7.3179,2018,0,7.06775
2018-02-25,"HARV",0.331,0.00051426692664095,56,-1.5311,4.6726,2018,0,7.06775
2018-02-26,"HARV",0.33003,7.83170557700572e-05,57,-0.1052,7.3459,2018,0,7.06775
2018-02-27,"HARV",0.32909,0.000229842338154138,58,-1.6063,8.7576,2018,0,7.06775
2018-02-28,"HARV",0.32897,0.000371268011450663,59,1.541,11.8995,2018,0,7.06775
2018-03-01,"HARV",0.329,0.000165524369005589,60,5.0082,11.6597,2018,0,7.06775
2018-03-02,"HARV",0.33195,0.000453544014469609,61,-0.4091,7.076,2018,0,7.06775
2018-03-03,"HARV",0.33061,8.77189947549394e-05,62,-0.776,3.7368,2018,0,7.06775
2018-03-04,"HARV",0.32933,0.000102983010288894,63,-0.1551,2.6464,2018,0,7.06775
2018-03-05,"HARV",0.33039,0.000181733875853276,64,-2.4785,4.351,2018,0,7.06775
2018-03-06,"HARV",0.32886,0.000149021057271129,65,-3.0901,4.7156,2018,0,7.06775
2018-03-07,"HARV",0.33098,0.000175738678910771,66,-3.5262,-1.1056,2018,0,7.06775
2018-03-08,"HARV",0.32937,0.000155985813065004,67,-2.7492,0.6933,2018,0,7.06775
2018-03-09,"HARV",0.32955,0.000271221301312625,68,-5.5949,-1.1335,2018,0,7.06775
2018-03-10,"HARV",0.33023,0.000285249438998533,69,-3.511,0.8807,2018,0,7.06775
2018-03-11,"HARV",0.33095,0.000256663123926434,70,-4.0045,2.3483,2018,0,7.06775
2018-03-12,"HARV",0.33035,0.000197438354109502,71,-4.2544,2.3013,2018,0,7.06775
2018-03-13,"HARV",0.33034,0.000142417202583946,72,-3.5174,-0.1313,2018,0,7.06775
2018-03-14,"HARV",0.32892,8.95402224063079e-05,73,-4.6827,-1.1548,2018,0,7.06775
2018-03-15,"HARV",0.33021,0.000125047093169748,74,-3.6429,1.7965,2018,0,7.06775
2018-03-16,"HARV",0.33027,0.000102502812305877,75,-4.9852,-0.6907,2018,0,7.06775
2018-03-17,"HARV",0.33066,0.000531814145838826,76,-7.4699,1.5181,2018,0,7.06775
2018-03-18,"HARV",0.32989,0.000148122295032563,77,-14.1962,-2.6567,2018,0,7.06775
2018-03-19,"HARV",0.33003,0.000193833692654715,78,-10.515,-0.506,2018,0,7.06775
2018-03-20,"HARV",0.33042,0.000139067541951703,79,-8.7433,3.6316,2018,0,7.06775
2018-03-21,"HARV",0.32966,7.48325368501446e-05,80,-3.8807,2.0206,2018,0,7.06775
2018-03-22,"HARV",0.33067,7.58858541306875e-05,81,-1.434,7.1144,2018,0,7.06775
2018-03-23,"HARV",0.33073,0.000147212405200444,82,-1.5917,4.7335,2018,0,7.06775
2018-03-24,"HARV",0.33089,0.000255886135391727,83,-1.9032,4.9327,2018,0,7.06775
2018-03-25,"HARV",0.33056,0.000283999784420727,84,-2.4404,2.3326,2018,0,7.06775
2018-03-26,"HARV",0.32907,0.000144651931285031,85,-3.6714,4.677,2018,0,7.06775
2018-03-27,"HARV",0.33014,0.000102878767568067,86,-3.492,6.8797,2018,0,7.06775
2018-03-28,"HARV",0.33124,7.49064831939764e-05,87,-0.048,11.0137,2018,0,7.06775
2018-03-29,"HARV",0.33182,0.000135011124258218,88,3.6227,9.5431,2018,0,7.06775
2018-03-30,"HARV",0.33003,0.000246210326546135,89,5.4569,9.5728,2018,0,7.06775
2018-03-31,"HARV",0.3292,0.000264916146918145,90,-0.5465,10.4412,2018,0,7.06775
2018-04-01,"HARV",0.32875,0.000175900701347939,91,0.7034,7.6918,2018,0,7.06775
2018-04-02,"HARV",0.32852,0.00020801052661746,92,-4.2472,2.9483,2018,0,7.06775
2018-04-03,"HARV",0.32868,0.00024948792371904,93,-2.063,4.3813,2018,0,7.06775
2018-04-04,"HARV",0.32876,0.000701239259003191,94,0.1804,8.1938,2018,0,7.06775
2018-04-05,"HARV",0.32801,0.000252000515062638,95,-5.0208,4.8858,2018,0,7.06775
2018-04-06,"HARV",0.33008,0.000220669116043699,96,-3.0114,2.3948,2018,0,7.06775
2018-04-07,"HARV",0.32969,0.000191056406886148,97,-2.5648,2.2994,2018,0,7.06775
2018-04-08,"HARV",0.32874,0.000174334742518465,98,-5.2825,2.5571,2018,0,7.06775
2018-04-09,"HARV",0.32816,0.000162644472669058,99,-5.7185,3.391,2018,0,7.06775
2018-04-10,"HARV",0.32756,0.000114358726677707,100,-2.0073,2.1371,2018,0,7.06775
2018-04-11,"HARV",0.3279,0.000178073591758101,101,-2.9321,6.8781,2018,0,7.06775
2018-04-12,"HARV",0.32823,8.75053351143161e-05,102,0.3067,10.3623,2018,0,7.06775
2018-04-13,"HARV",0.32983,0.000194218190997357,103,4.7668,17.6723,2018,1.21955,8.2873
2018-04-14,"HARV",0.32949,0.000195198356466817,104,1.3057,16.2869,2018,0,8.2873
2018-04-15,"HARV",0.3294,0.000205372359684673,105,-3.8031,1.3106,2018,0,8.2873
2018-04-16,"HARV",0.33293,0.000460369110561505,106,-3.9213,4.7728,2018,0,8.2873
2018-04-17,"HARV",0.33076,0.000351220044986048,107,0.5084,6.7038,2018,0,8.2873
2018-04-18,"HARV",0.32849,0.000187888964170703,108,-1.5022,5.9263,2018,0,8.2873
2018-04-19,"HARV",0.32849,0.00023027657195607,109,-0.4207,3.7732,2018,0,8.2873
2018-04-20,"HARV",0.32844,0.000141901149842168,110,-1.4927,7.116,2018,0,8.2873
2018-04-21,"HARV",0.32846,0.000180238771339237,111,-0.5176,11.5858,2018,0,8.2873
2018-04-22,"HARV",0.32862,0.000160118955779761,112,2.2887,13.5169,2018,0,8.2873
2018-04-23,"HARV",0.32928,0.000339607231119374,113,5.0309,17.3801,2018,1.2055,9.4928
2018-04-24,"HARV",0.32892,0.00011126946332839,114,4.4306,17.6233,2018,1.02695,10.51975
2018-04-25,"HARV",0.32627,0.000140572537742431,115,6.841,12.6671,2018,0,10.51975
2018-04-26,"HARV",0.32972,0.000279196994311636,116,8.4398,13.8315,2018,1.13565,11.6554
2018-04-27,"HARV",0.33017,0.000105746906164029,117,5.3163,13.1128,2018,0,11.6554
2018-04-28,"HARV",0.33027,0.000235328081882394,118,7.6124,18.7081,2018,3.16025,14.81565
2018-04-29,"HARV",0.32938,0.000383647321036883,119,3.7867,16.3198,2018,0.0532500000000002,14.8689
