"","time","siteID","obs_flag","forecast","data_assimilation","statistic","gcc_90"
"334",2021-02-23,"UKFS",2,1,0,"sd",0.0283744951937929
"335",2021-02-24,"UKFS",2,1,0,"mean",0.343765640293992
"336",2021-02-24,"UKFS",2,1,0,"sd",0.0275157171416629
"337",2021-02-25,"UKFS",2,1,0,"mean",0.342771872279872
"338",2021-02-25,"UKFS",2,1,0,"sd",0.0273277037642425
"339",2021-02-27,"UKFS",2,1,0,"mean",0.343553666264612
"340",2021-02-27,"UKFS",2,1,0,"sd",0.0276278545513836
"341",2021-02-28,"UKFS",2,1,0,"mean",0.342970579038002
"342",2021-02-28,"UKFS",2,1,0,"sd",0.0286033443699609
"343",2021-01-25,"GRSM",2,1,0,"mean",0.342242931725677
"344",2021-01-25,"GRSM",2,1,0,"sd",0.0281016254994261
"345",2021-01-26,"GRSM",2,1,0,"mean",0.342600895604609
"346",2021-01-26,"GRSM",2,1,0,"sd",0.0287195215186506
"347",2021-01-27,"GRSM",2,1,0,"mean",0.341678654991121
"348",2021-01-27,"GRSM",2,1,0,"sd",0.0283928301874054
"349",2021-01-28,"GRSM",2,1,0,"mean",0.343583502666275
"350",2021-01-28,"GRSM",2,1,0,"sd",0.0278897412089049
"351",2021-01-29,"GRSM",2,1,0,"mean",0.343712882943624
"352",2021-01-29,"GRSM",2,1,0,"sd",0.0275527328439086
"353",2021-01-30,"GRSM",2,1,0,"mean",0.343011594023412
"354",2021-01-30,"GRSM",2,1,0,"sd",0.0270237720500308
"355",2021-01-31,"GRSM",2,1,0,"mean",0.344343690870815
"356",2021-01-31,"GRSM",2,1,0,"sd",0.0273727228195105
"357",2021-02-01,"GRSM",2,1,0,"mean",0.342855750575769
"358",2021-02-01,"GRSM",2,1,0,"sd",0.0274340072324484
"359",2021-02-02,"GRSM",2,1,0,"mean",0.342053786419048
"360",2021-02-02,"GRSM",2,1,0,"sd",0.0281486309972851
"361",2021-02-03,"GRSM",2,1,0,"mean",0.343471712997408
"362",2021-02-03,"GRSM",2,1,0,"sd",0.0272291072424563
"363",2021-02-04,"GRSM",2,1,0,"mean",0.342588158594263
"364",2021-02-04,"GRSM",2,1,0,"sd",0.0275679489968363
"365",2021-02-05,"GRSM",2,1,0,"mean",0.343642874230043
"366",2021-02-05,"GRSM",2,1,0,"sd",0.0275018441559934
"367",2021-02-06,"GRSM",2,1,0,"mean",0.343602916970917
"368",2021-02-06,"GRSM",2,1,0,"sd",0.0276133049386226
"369",2021-02-07,"GRSM",2,1,0,"mean",0.343937769103879
"370",2021-02-07,"GRSM",2,1,0,"sd",0.0283157048728681
"371",2021-02-08,"GRSM",2,1,0,"mean",0.342274984086333
"372",2021-02-08,"GRSM",2,1,0,"sd",0.0277102113304692
"373",2021-02-09,"GRSM",2,1,0,"mean",0.343262551849721
"374",2021-02-09,"GRSM",2,1,0,"sd",0.0273932484439149
"375",2021-02-10,"GRSM",2,1,0,"mean",0.34430264137159
"376",2021-02-10,"GRSM",2,1,0,"sd",0.0280840727435091
"377",2021-02-11,"GRSM",2,1,0,"mean",0.34324491085262
"378",2021-02-11,"GRSM",2,1,0,"sd",0.0281941154003438
"379",2021-02-12,"GRSM",2,1,0,"mean",0.342338659479297
"380",2021-02-12,"GRSM",2,1,0,"sd",0.0283505639810759
"381",2021-02-13,"GRSM",2,1,0,"mean",0.3428169614296
"382",2021-02-13,"GRSM",2,1,0,"sd",0.0280141736088045
"383",2021-02-14,"GRSM",2,1,0,"mean",0.342850489945646
"384",2021-02-14,"GRSM",2,1,0,"sd",0.0278477466560573
"385",2021-02-15,"GRSM",2,1,0,"mean",0.340952912157625
"386",2021-02-15,"GRSM",2,1,0,"sd",0.0272168313330324
"387",2021-02-16,"GRSM",2,1,0,"mean",0.34313489142681
"388",2021-02-16,"GRSM",2,1,0,"sd",0.0280594682936408
"389",2021-02-17,"GRSM",2,1,0,"mean",0.341740746758801
"390",2021-02-17,"GRSM",2,1,0,"sd",0.0273864464769796
"391",2021-02-18,"GRSM",2,1,0,"mean",0.34365121936242
"392",2021-02-18,"GRSM",2,1,0,"sd",0.0273756124933655
"393",2021-02-19,"GRSM",2,1,0,"mean",0.342967817056892
"394",2021-02-19,"GRSM",2,1,0,"sd",0.0272814476377658
"395",2021-02-20,"GRSM",2,1,0,"mean",0.343264066780156
"396",2021-02-20,"GRSM",2,1,0,"sd",0.0268629884731624
"397",2021-02-21,"GRSM",2,1,0,"mean",0.342905486604576
"398",2021-02-21,"GRSM",2,1,0,"sd",0.0270947293379204
"399",2021-02-22,"GRSM",2,1,0,"mean",0.343436820859656
"400",2021-02-22,"GRSM",2,1,0,"sd",0.0277709796110273
"401",2021-02-23,"GRSM",2,1,0,"mean",0.344163976838783
"402",2021-02-23,"GRSM",2,1,0,"sd",0.0264456006715677
"403",2021-02-24,"GRSM",2,1,0,"mean",0.343667834441504
"404",2021-02-24,"GRSM",2,1,0,"sd",0.0279375876335262
"405",2021-02-25,"GRSM",2,1,0,"mean",0.343786553901069
"406",2021-02-25,"GRSM",2,1,0,"sd",0.0273053204302781
"407",2021-02-26,"GRSM",2,1,0,"mean",0.34346073735951
"408",2021-02-26,"GRSM",2,1,0,"sd",0.0275450566192579
"409",2021-02-27,"GRSM",2,1,0,"mean",0.344583143756841
"410",2021-02-27,"GRSM",2,1,0,"sd",0.0275006811793545
"411",2021-02-28,"GRSM",2,1,0,"mean",0.342860859842825
"412",2021-02-28,"GRSM",2,1,0,"sd",0.027372872213505
